332197.3339036457	4128564.275281355
332197.4529277519	4128564.46159706
332197.5085626446	4128564.5825823983
332197.5460228573	4128564.6817317777
332197.61141160165	4128564.846921573
332197.68544334057	4128565.0008383654
332197.7415225685	4128565.144014689
332197.8335068084	4128565.308671952
332197.89047471486	4128565.496230245
332197.9820146073	4128565.6386965243
332198.0562685037	4128565.8037088104
332198.1662052348	4128565.979106544
332198.23159395857	4128566.144296344
332198.33199900284	4128566.2865851144
332198.451245231	4128566.4839963247
332198.56938060204	4128566.6259300765
332198.63454714144	4128566.780024387
332198.73495217407	4128566.9223131607
332198.8537540431	4128567.097533394
332198.9275635724	4128567.240354704
332198.9847536136	4128567.4390084953
332199.0760712987	4128567.570379293
332199.09602332127	4128567.6809791923
332199.15232468164	4128567.835251017
332199.21882421715	4128568.0559182833
332199.2562843991	4128568.155067671
332199.31280792295	4128568.320434988
332199.3606884475	4128568.4970753086
332199.4360531395	4128568.717565067
332199.483711491	4128568.8831098974
332199.53136984067	4128569.048654728
332199.57902819104	4128569.214199555
332199.6444168637	4128569.3793893666
332199.68343221606	4128569.5562071996
332199.7222253963	4128569.72192954
332199.76101857517	4128569.8876518807
332199.7721054253	4128569.99842929
332199.8022556086	4128570.175424633
332199.832405791	4128570.3524199757
332199.8536908104	4128570.52959283
332199.856356832	4128570.662738735
332199.87764185073	4128570.839911587
332199.861911044	4128570.940126035
332199.8743309011	4128571.1174763986
332199.849734934	4128571.2178683565
332199.853956136	4128571.428682705
332199.83069318184	4128571.595647617
332199.8160732208	4128571.7513395245
332199.7841672748	4128571.9295774386
332199.7522613326	4128572.1078153513
332199.7015142259	4128572.2309308248
332199.6605209584	4128572.3982507563
332199.6195276928	4128572.565570689
332199.56102627673	4128572.7443411346
332199.5288981723	4128572.9114835565
332199.4958813953	4128573.034244012
332199.47128544	4128573.134635971
332199.4214270217	4128573.3021334144
332199.3538382902	4128573.469985879
332199.28602739	4128573.6267428542
332199.2359468116	4128573.783144807
332199.19406488264	4128573.9060827745
332199.1001028544	4128574.0855632657
332199.01478381874	4128574.253770757
332198.9287982789	4128574.388691772
