332220.9895142907	4128578.586763883
332221.1116271606	4128578.484419628
332221.2175647132	4128578.4600987947
332221.34943130275	4128578.4019590225
332221.4990282018	4128578.343464278
332221.6047436169	4128578.3080479577
332221.7807138378	4128578.2379252645
332221.9478189064	4128578.1679800637
332222.1060588268	4128578.0982123534
332222.28180691437	4128578.0169941806
332222.4398247011	4128577.9361309847
332222.5537388611	4128577.867250714
332222.6678751617	4128577.8094659373
332222.81702780235	4128577.728780233
332222.98391075054	4128577.6477395617
332223.1419285482	4128577.5668763793
332223.3347405543	4128577.4520167834
332223.50117923727	4128577.34878514
332223.63215730875	4128577.2462634384
332223.7717784002	4128577.1324687647
332223.92093106295	4128577.0517830816
332224.04126689467	4128576.860674939
332224.2181257112	4128576.8349342663
332224.26842886116	4128576.6896279687
332224.36483488214	4128576.6321981847
332224.46877323894	4128576.5080179665
332224.5984185185	4128576.3389233314
332224.7109999014	4128576.2034701426
332224.8056288421	4128576.0572764277
332224.89139262866	4128575.9112602016
332225.00352975354	4128575.7536160317
332225.0972701608	4128575.563040355
332225.1828118273	4128575.4059286406
332225.2594883366	4128575.2489944086
332225.33616485127	4128575.092060177
332225.4037540755	4128574.9242079384
332225.4717875747	4128574.778546684
332225.49638383277	4128574.678154811
332225.5559964463	4128574.5548620224
332225.5717275473	4128574.454647633
332225.6215864706	4128574.287150362
332225.68008841644	4128574.108380115
332225.72019364935	4128573.896678363
332225.735924754	4128573.7964639734
332225.76805336797	4128573.6293216688
332225.7837844762	4128573.529107278
332225.8159130925	4128573.3619649755
332225.8480417103	4128573.1948226695
332225.8455982337	4128573.0727722626
332225.88792481937	4128572.972025427
332225.85777519475	4128572.795030008
332225.89123662136	4128572.6944606546
332225.87859518424	4128572.506014781
332225.8754853061	4128572.350677897
332225.8446692775	4128572.1403960045
332225.8513130951	4128572.0292636068
332225.865711404	4128571.8624762674
332225.84598187543	4128571.7629718096
332225.8340068376	4128571.607812409
332225.8054121507	4128571.508485433
332225.79210430704	4128571.2867530836
332225.76195467927	4128571.1097576655
332225.7320271848	4128570.94385774
332225.69323452644	4128570.778135297
332225.64535457396	4128570.601494845
332225.5793000265	4128570.4030183745
332225.5229991755	4128570.2487463886
332225.4944044814	4128570.1494194143
332225.4558339526	4128569.9947924623
332225.3990888301	4128569.8183294944
332225.3332564066	4128569.630948517
332225.2767334143	4128569.465581042
332225.21156739036	4128569.3114865418
332225.1634652866	4128569.1237506
332225.1160295835	4128568.9693011334
332225.07856971864	4128568.870151643
332225.03068974277	4128568.6935111927
332224.99211920064	4128568.538884246
332224.91831013735	4128568.3960627206
332224.86178713024	4128568.230695247
332224.7693591941	4128568.0438467255
332224.6596451974	4128567.8795441533
332224.5942570162	4128567.7143541654
332224.53928894794	4128567.6266551353
332224.45617043437	4128567.461820116
332224.3910043845	4128567.30772562
332224.3174174372	4128567.1759995925
332224.2345210513	4128567.0222600657
332224.1514025264	4128566.8574250494
332224.0509979407	4128566.715135984
332224.0135380549	4128566.6159864976
