332258.50558417494	4128606.1294834753
332258.35643175116	4128606.2101685526
332258.21547817276	4128606.257389708
332258.1188502052	4128606.3037236175
332257.96947569604	4128606.37331321
332257.83805352706	4128606.4536433984
332257.7234732236	4128606.489236721
332257.5658998832	4128606.592290245
332257.41630328627	4128606.650784356
332257.2669287886	4128606.7203739625
332257.1793880479	4128606.7776259235
332257.0302356497	4128606.858311027
332256.87244022655	4128606.9502690737
332256.7142006172	4128607.0200361395
332256.54731798323	4128607.1010761526
332256.41522954975	4128607.148119887
332256.3097364807	4128607.1946312706
332256.159917808	4128607.2420299137
332256.0539805478	4128607.266350317
332255.90416187537	4128607.3137489636
332255.7270815505	4128607.328393497
332255.57748498034	4128607.3868876407
332255.4188011915	4128607.434463749
332255.22421272576	4128607.4605586887
332255.09168010845	4128607.485411463
332254.9148218881	4128607.511151503
332254.7654474224	4128607.5807411545
332254.58903339994	4128607.6286721863
332254.42126240325	4128607.6653302745
332254.27166584483	4128607.7238244438
332254.1041169482	4128607.7715780316
332253.9365680554	4128607.819331623
332253.7871936026	4128607.888921291
332253.61100169347	4128607.9479478355
332253.42661096505	4128608.040438313
332253.26837140205	4128608.1102054445
332253.11035394005	4128608.1910680733
332252.9428050582	4128608.2388216853
332252.79298642033	4128608.286220389
332252.625437542	4128608.3339740075
332252.4667537874	4128608.381550173
332252.2994270166	4128608.440399288
332252.14052116126	4128608.4768799697
332251.96388506785	4128608.5137155647
332251.8140664395	4128608.561114287
332251.65516058827	4128608.597594977
332251.49647684325	4128608.645171161
332251.3994047311	4128608.6693141675
332251.2407209865	4128608.7168903565
332251.14364887576	4128608.741033368
332250.9851872395	4128608.7997050537
332250.8176383799	4128608.847458708
332250.6498674202	4128608.8841168736
332250.50027090684	4128608.9426111127
332250.4031988004	4128608.966754131
332250.24495927524	4128609.036521324
332250.0869418597	4128609.1173840105
332249.98986975616	4128609.1415270353
332249.82254301326	4128609.2003762005
332249.66430349916	4128609.2701434037
332249.4883337474	4128609.3402655288
332249.3205628021	4128609.376923721
332249.16165697476	4128609.4134044605
332249.0645848769	4128609.4375474937
332248.896813935	4128609.4742056956
332248.73813021753	4128609.5217819335
332248.526477896	4128609.5815184247
332248.3498418402	4128609.618354099
332248.1909360207	4128609.6548348553
332248.09386392776	4128609.6789779007
332247.9351802203	4128609.7265541544
