327341.89277223893	4158362.674925195
327341.09727561	4158362.669272605
327340.2557636633	4158362.5757706
327339.55536040745	4158362.468232247
327338.686654726	4158362.341993589
327338.1071534443	4158362.098729969
327337.426787706	4158361.6799512138
327336.75317803933	4158361.161124333
327336.14232772903	4158360.6853952394
327335.4817068218	4158360.366113483
327334.92333542457	4158360.288923192
327334.1187739547	4158360.272358996
327333.4662325725	4158360.341438962
327332.6807236338	4158360.3910836135
327331.8770855557	4158360.4189038137
327331.09625504725	4158360.2686360255
327330.4281852729	4158360.016114717
327329.9005316521	4158359.71626873
327329.4433169459	4158359.403856448
327329.04285952466	4158358.8460447104
327328.55966656195	4158358.134542436
327327.9897522218	4158357.502550361
327327.4216846348	4158356.959326683
